RedIzo;Nazev;Ico;AdresaRUIAN;TypZrizovatele;ZrizovatelIco;ZrizovatelNazev;SkolaIzo;SkolaNazev;DruhSkoly;SkolaAdresa;EditorIco;EditorNazev;t1;t2;t3;t4;t5;t6;t7;t8;t9;Stupen
600064611;Základní škola a Mateøská škola Opaøany;70890773;6656714;2;252638;Obec Opaøany;582824;Základní škola;B00;6656714;252638;Obec Opaøany;X;X;X;X;X;X;X;X;X;3
600062104;Základní škola a Mateøská škola Orlík nad Vltavou, okres Písek;48255556;5490154;2;249939;Obec Orlík nad Vltavou;108053822;Základní škola;B00;5490154;249939;Obec Orlík nad Vltavou;X;;X;;;;;;;1
600062104;Základní škola a Mateøská škola Orlík nad Vltavou, okres Písek;48255556;5490154;2;249939;Obec Orlík nad Vltavou;108053423;Mateøská škola;A00;5490154;249939;Obec Orlík nad Vltavou;;;;;;;;;;
691000905;Základní škola a Mateøská škola Petøíkov;72033215;11806117;2;581836;Obec Petøíkov;181011719;Základní škola;B00;11806117;581836;Obec Petøíkov;X;;X;;X;;;;;1
691000905;Základní škola a Mateøská škola Petøíkov;72033215;11806117;2;581836;Obec Petøíkov;181109271;Mateøská škola;A00;11806117;581836;Obec Petøíkov;;;;;;;;;;
650036433;Základní škola a Mateøská škola Plavsko;70985022;14755556;2;512699;Obec Plavsko;107720973;Základní škola;B00;14755556;512699;Obec Plavsko;;X;X;;X;;;;;1
650036433;Základní škola a Mateøská škola Plavsko;70985022;14755556;2;512699;Obec Plavsko;107532573;Mateøská škola;A00;14755611;512699;Obec Plavsko;;;;;;;;;;
650036492;Základní škola a Mateøská škola Popelín;71002430;2165651;2;247286;Obec Popelín;102003432;Základní škola;B00;2165651;247286;Obec Popelín;X;;X;X;;;;;;1
650036492;Základní škola a Mateøská škola Popelín;71002430;2165651;2;247286;Obec Popelín;107532506;Mateøská škola;A00;2165651;247286;Obec Popelín;;;;;;;;;;
600059308;Základní škola a Mateøská škola Pøídolí;75000628;8731349;2;246093;Mìstys Pøídolí;107531585;Mateøská škola;A00;8731349;246093;Mìstys Pøídolí;;;;;;;;;;
600059308;Základní škola a Mateøská škola Pøídolí;75000628;8731349;2;246093;Mìstys Pøídolí;107720647;Základní škola;B00;8731349;246093;Mìstys Pøídolí;X;X;X;X;;;;;;1
650040546;Základní škola a Mateøská škola Romitál na Šumavì, okres Èeskı Krumlov;71011773;16548507;2;246123;Obec Romitál na Šumavì;107720663;Základní škola;B00;16548507;246123;Obec Romitál na Šumavì;;X;;;;;;;;1
650040546;Základní škola a Mateøská škola Romitál na Šumavì, okres Èeskı Krumlov;71011773;16548507;2;246123;Obec Romitál na Šumavì;107531879;Mateøská škola;A00;16548507;246123;Obec Romitál na Šumavì;;;;;;;;;;
650032811;Základní škola a Mateøská škola Rudolfov;70988471;11793015;2;245381;Mìsto Rudolfov;107720469;Základní škola;B00;11793015;245381;Mìsto Rudolfov;X;X;X;X;X;X;X;X;X;3
650032811;Základní škola a Mateøská škola Rudolfov;70988471;11793015;2;245381;Mìsto Rudolfov;107530783;Mateøská škola;A00;11795972;245381;Mìsto Rudolfov;;;;;;;;;;
650033060;Základní škola a Mateøská škola Øímov;75000661;17624363;2;245402;Obec Øímov;107530759;Mateøská škola;A00;17625475;245402;Obec Øímov;;;;;;;;;;
650033060;Základní škola a Mateøská škola Øímov;75000661;17624363;2;245402;Obec Øímov;107720141;Základní škola;B00;17624363;245402;Obec Øímov;X;X;X;;;;;;;1
650023285;Základní škola a Mateøská škola Sepekov;75001055;334596;2;250091;Mìstys Sepekov;108053661;Mateøská škola;A00;335487;250091;Mìstys Sepekov;;;;;;;;;;
650023285;Základní škola a Mateøská škola Sepekov;75001055;334596;2;250091;Mìstys Sepekov;108053911;Základní škola;B00;334596;250091;Mìstys Sepekov;X;X;X;X;X;X;X;X;X;3
600064867;Základní škola a Mateøská škola Sezimovo Ústí, 9. kvìtna 489, okres Tábor;70938318;23436671;2;252859;Mìsto Sezimovo Ústí;107722712;Základní škola;B00;23436671;252859;Mìsto Sezimovo Ústí;X;X;X;X;X;X;X;X;X;3
600064867;Základní škola a Mateøská škola Sezimovo Ústí, 9. kvìtna 489, okres Tábor;70938318;23436671;2;252859;Mìsto Sezimovo Ústí;107535351;Mateøská škola;A00;23437774;252859;Mìsto Sezimovo Ústí;;;;;;;;;;
600064751;Základní škola a Mateøská škola Slapy;75001250;6671934;2;667161;Obec Slapy;107722551;Základní škola;B00;6671934;667161;Obec Slapy;;X;X;X;;;;;;1
600064751;Základní škola a Mateøská škola Slapy;75001250;6671934;2;667161;Obec Slapy;108035271;Mateøská škola;A00;6671934;667161;Obec Slapy;;;;;;;;;;
600056988;Základní škola a mateøská škola Srubec;70998957;80429459;2;245445;Obec Srubec;181110873;Základní škola;B00;80429459;245445;Obec Srubec;X;X;X;X;X;X;;;;3
600056988;Základní škola a mateøská škola Srubec;70998957;80429459;2;245445;Obec Srubec;107530830;Mateøská škola;A00;80429459;245445;Obec Srubec;;;;;;;;;;
691004056;Základní škola a mateøská škola Stádlec;72545526;6695329;2;252930;Mìstys Stádlec;181035758;Mateøská škola;A00;6694721;252930;Mìstys Stádlec;;;;;;;;;;
691004056;Základní škola a mateøská škola Stádlec;72545526;6695329;2;252930;Mìstys Stádlec;181035693;Základní škola;B00;6695329;252930;Mìstys Stádlec;;X;;;;;;;;1
650055853;Základní škola a Mateøská škola Staré Hobzí;75001241;14777304;2;247481;Obec Staré Hobzí;150007744;Mateøská škola;A00;14777304;247481;Obec Staré Hobzí;;;;;;;;;;
650055853;Základní škola a Mateøská škola Staré Hobzí;75001241;14777304;2;247481;Obec Staré Hobzí;107721236;Základní škola;B00;14777304;247481;Obec Staré Hobzí;X;;X;X;X;X;X;X;X;3
600060331;Základní škola a Mateøská škola Staré Mìsto pod Landštejnem;71005188;2227622;2;247499;Mìstys Staré Mìsto pod Landštejnem;107720990;Základní škola;B00;2227622;247499;Mìstys Staré Mìsto pod Landštejnem;X;;X;;;;;;;1
600060331;Základní škola a Mateøská škola Staré Mìsto pod Landštejnem;71005188;2227622;2;247499;Mìstys Staré Mìsto pod Landštejnem;107532557;Mateøská škola;A00;2227622;247499;Mìstys Staré Mìsto pod Landštejnem;;;;;;;;;;
650039831;Základní škola a Mateøská škola Strá nad Neárkou;75000393;2152991;2;247502;Mìsto Strá nad Neárkou;107721244;Základní škola;B00;2152991;247502;Mìsto Strá nad Neárkou;X;X;;X;X;X;X;X;X;3
650039831;Základní škola a Mateøská škola Strá nad Neárkou;75000393;2152991;2;247502;Mìsto Strá nad Neárkou;107532565;Mateøská škola;A00;2154285;247502;Mìsto Strá nad Neárkou;;;;;;;;;;
650050860;Základní škola a mateøská škola Stránı;70993424;876186;2;250694;Mìstys Stránı;107722003;Základní škola;B00;876186;250694;Mìstys Stránı;X;;X;;;;;;;1
650050860;Základní škola a mateøská škola Stránı;70993424;876186;2;250694;Mìstys Stránı;107534274;Mateøská škola;A00;876186;250694;Mìstys Stránı;;;;;;;;;;
650051238;Základní škola a Mateøská škola Strunkovice nad Blanicí;71004041;864374;2;250708;Mìstys Strunkovice nad Blanicí;107722011;Základní škola;B00;864374;250708;Mìstys Strunkovice nad Blanicí;X;X;X;X;X;X;X;X;X;3
650051238;Základní škola a Mateøská škola Strunkovice nad Blanicí;71004041;864374;2;250708;Mìstys Strunkovice nad Blanicí;107534592;Mateøská škola;A00;864374;250708;Mìstys Strunkovice nad Blanicí;;;;;;;;;;
600063763;Základní škola a Mateøská škola Støelské Hoštice, okres Strakonice;75000831;18415130;2;251844;Obec Støelské Hoštice;107722241;Základní škola;B00;18415130;251844;Obec Støelské Hoštice;;X;X;X;;;;;;1
600063763;Základní škola a Mateøská škola Støelské Hoštice, okres Strakonice;75000831;18415130;2;251844;Obec Støelské Hoštice;107534967;Mateøská škola;A00;18415130;251844;Obec Støelské Hoštice;;;;;;;;;;
650030788;Základní škola a Mateøská škola Støíov;75000211;16518781;2;581895;Obec Støíov;102675996;Základní škola;B00;16518781;581895;Obec Støíov;X;;X;X;;;;;;1
650030788;Základní škola a Mateøská škola Støíov;75000211;16518781;2;581895;Obec Støíov;107531020;Mateøská škola;A00;16518781;581895;Obec Støíov;;;;;;;;;;
650022386;Základní škola a Mateøská škola Studená, okres Jindøichùv Hradec;75000938;14786311;2;247545;Obec Studená;107721261;Základní škola;B00;14786311;247545;Obec Studená;X;X;X;X;X;X;X;X;X;3
650022386;Základní škola a Mateøská škola Studená, okres Jindøichùv Hradec;75000938;14786311;2;247545;Obec Studená;107532590;Mateøská škola;A00;14786338;247545;Obec Studená;;;;;;;;;;
600064646;Základní škola a Mateøská škola Sudomìøice u Bechynì;60062011;17362024;2;252964;Obec Sudomìøice u Bechynì;107535424;Mateøská škola;A00;17362024;252964;Obec Sudomìøice u Bechynì;;;;;;;;;;
600064646;Základní škola a Mateøská škola Sudomìøice u Bechynì;60062011;17362024;2;252964;Obec Sudomìøice u Bechynì;60062011;Základní škola;B00;17362024;252964;Obec Sudomìøice u Bechynì;X;X;X;X;X;X;X;X;X;3
650043235;Základní škola a Mateøská škola Svatá Maøí;70979537;781843;2;250716;Obec Svatá Maøí;102101141;Základní škola;B00;781843;250716;Obec Svatá Maøí;X;X;;;;;;;;1
650043235;Základní škola a Mateøská škola Svatá Maøí;70979537;781843;2;250716;Obec Svatá Maøí;107534321;Mateøská škola;A00;781843;250716;Obec Svatá Maøí;;;;;;;;;;
650030206;Základní škola a Mateøská škola Svatı Jan nad Malší;75001357;20016824;2;245488;Obec Svatı Jan nad Malší;107720167;Základní škola;B00;20016824;245488;Obec Svatı Jan nad Malší;X;;X;X;;;;;;1
650030206;Základní škola a Mateøská škola Svatı Jan nad Malší;75001357;20016824;2;245488;Obec Svatı Jan nad Malší;107530864;Mateøská škola;A00;20016824;245488;Obec Svatı Jan nad Malší;;;;;;;;;;
650033124;Základní škola a Mateøská škola Ševìtín;75000202;16521901;2;245500;Mìstys Ševìtín;107531071;Mateøská škola;A00;16522915;245500;Mìstys Ševìtín;;;;;;;;;;
650033124;Základní škola a Mateøská škola Ševìtín;75000202;16521901;2;245500;Mìstys Ševìtín;107720493;Základní škola;B00;16521901;245500;Mìstys Ševìtín;X;X;X;X;X;X;X;X;X;3
650032128;Základní škola a mateøská škola Šindlovy Dvory;75000709;11775661;2;245194;Obec Litvínovice;107720175;Základní škola;B00;11775661;245194;Obec Litvínovice;X;X;X;X;X;X;X;X;X;3
650032128;Základní škola a mateøská škola Šindlovy Dvory;75000709;11775661;2;245194;Obec Litvínovice;107530643;Mateøská škola;A00;11776064;245194;Obec Litvínovice;;;;;;;;;;
650044860;Základní škola a Mateøská škola Štìkeò, okres Strakonice;75000521;18421041;2;251895;Mìstys Štìkeò;107534886;Mateøská škola;A00;18421377;251895;Mìstys Štìkeò;;;;;;;;;;
650044860;Základní škola a Mateøská škola Štìkeò, okres Strakonice;75000521;18421041;2;251895;Mìstys Štìkeò;107722381;Základní škola;B00;18421041;251895;Mìstys Štìkeò;X;X;X;X;X;X;X;X;X;3
650056272;Základní škola a Mateøská škola Štìpánovice;71002553;11804289;2;245518;Obec Štìpánovice;102675961;Základní škola;B00;11804289;245518;Obec Štìpánovice;X;X;;X;X;;;;;1
650056272;Základní škola a Mateøská škola Štìpánovice;71002553;11804289;2;245518;Obec Štìpánovice;114201102;Mateøská škola;A00;11804289;245518;Obec Štìpánovice;;;;;;;;;;
650041038;Základní škola a mateøská škola Šumavské Hoštice;71003541;846333;2;250732;Obec Šumavské Hoštice;107722127;Základní škola;B00;846333;250732;Obec Šumavské Hoštice;X;;X;X;;X;X;X;X;3
650041038;Základní škola a mateøská škola Šumavské Hoštice;71003541;846333;2;250732;Obec Šumavské Hoštice;107534282;Mateøská škola;A00;846759;250732;Obec Šumavské Hoštice;;;;;;;;;;
650055551;Základní škola a Mateøská škola T. G. Masaryka Sedlice, okres Strakonice;75001128;18401929;2;251755;Obec Sedlice;107722330;Základní škola;B00;18401929;251755;Obec Sedlice;X;X;X;X;X;X;X;X;X;3
650055551;Základní škola a Mateøská škola T. G. Masaryka Sedlice, okres Strakonice;75001128;18401929;2;251755;Obec Sedlice;107534878;Mateøská škola;A00;18402895;251755;Obec Sedlice;;;;;;;;;;
600057453;Základní škola a Mateøská škola T. G. Masaryka, Rudolfovská 143, Èeské Budìjovice;70877645;25287851;2;244732;Statutární mìsto Èeské Budìjovice;114201382;Mateøská škola;A00;25287851;244732;Statutární mìsto Èeské Budìjovice;;;;;;;;;;
600057453;Základní škola a Mateøská škola T. G. Masaryka, Rudolfovská 143, Èeské Budìjovice;70877645;25287851;2;244732;Statutární mìsto Èeské Budìjovice;107720191;Základní škola;B00;25287851;244732;Statutární mìsto Èeské Budìjovice;X;X;X;X;X;;;;;1
650043031;Základní škola a Mateøská škola Tábor - Èekanice, Prùbìná 116;75001209;19776705;2;253014;Mìsto Tábor;107535441;Mateøská škola;A00;19822201;253014;Mìsto Tábor;;;;;;;;;;
650043031;Základní škola a Mateøská škola Tábor - Èekanice, Prùbìná 116;75001209;19776705;2;253014;Mìsto Tábor;107722453;Základní škola;B00;19776705;253014;Mìsto Tábor;X;X;X;X;X;;;;;1
650043103;Základní škola a Mateøská škola Tábor - Mìšice, Míkova 64;75001187;19787227;2;253014;Mìsto Tábor;107535459;Mateøská škola;A00;19790619;253014;Mìsto Tábor;;;;;;;;;;
650043103;Základní škola a Mateøská škola Tábor - Mìšice, Míkova 64;75001187;19787227;2;253014;Mìsto Tábor;107722518;Základní škola;B00;19787227;253014;Mìsto Tábor;X;X;X;X;X;;;;;1
600064891;Základní škola a Mateøská škola Tábor, Helsinská 2732;70877785;19822448;2;253014;Mìsto Tábor;582883;Mateøská škola;A00;19822821;253014;Mìsto Tábor;;;;;;;;;;
600064891;Základní škola a Mateøská škola Tábor, Helsinská 2732;70877785;19822448;2;253014;Mìsto Tábor;107722828;Základní škola;B00;19822448;253014;Mìsto Tábor;X;X;X;X;X;X;X;X;X;3
600064875;Základní škola a Mateøská škola Tábor, Husova 1570;70877807;19811128;2;253014;Mìsto Tábor;107535483;Mateøská škola;A00;19817703;253014;Mìsto Tábor;;;;;;;;;;
600064875;Základní škola a Mateøská škola Tábor, Husova 1570;70877807;19811128;2;253014;Mìsto Tábor;107722780;Základní škola;B00;19811128;253014;Mìsto Tábor;X;X;X;X;X;X;X;X;X;3
600064522;Základní škola a Mateøská škola Tábor, námìstí Mikuláše z Husi 45;582590;19797320;2;253014;Mìsto Tábor;582590;Základní škola;B00;19797320;253014;Mìsto Tábor;X;X;X;X;X;X;X;X;X;3
600064522;Základní škola a Mateøská škola Tábor, námìstí Mikuláše z Husi 45;582590;19797320;2;253014;Mìsto Tábor;107535548;Mateøská škola;A00;19800142;253014;Mìsto Tábor;;;;;;;;;;
650028805;Základní škola a Mateøská škola Temelín;75000385;20021739;2;245534;Obec Temelín;108023753;Základní škola;B00;20021739;245534;Obec Temelín;X;;;X;;;;;;1
650028805;Základní škola a Mateøská škola Temelín;75000385;20021739;2;245534;Obec Temelín;107530872;Mateøská škola;A00;20021739;245534;Obec Temelín;;;;;;;;;;
600064930;Základní škola a Mateøská škola Tuèapy;75000784;6701370;2;253049;Obec Tuèapy;107535700;Mateøská škola;A00;6701370;253049;Obec Tuèapy;;;;;;;;;;
600064930;Základní škola a Mateøská škola Tuèapy;75000784;6701370;2;253049;Obec Tuèapy;107722836;Základní škola;B00;6701370;253049;Obec Tuèapy;X;X;X;X;X;X;X;X;X;3
600062015;Základní škola a Mateøská škola v Albrechticích nad Vltavou;48221350;290904;2;249521;Obec Albrechtice nad Vltavou;108053733;Základní škola;B00;290904;249521;Obec Albrechtice nad Vltavou;X;X;X;X;X;X;X;X;X;3
600062015;Základní škola a Mateøská škola v Albrechticích nad Vltavou;48221350;290904;2;249521;Obec Albrechtice nad Vltavou;108053211;Mateøská škola;A00;290904;249521;Obec Albrechtice nad Vltavou;;;;;;;;;;
650038088;Základní škola a Mateøská škola v Hoøicích na Šumavì;75001021;12960586;2;245909;Mìstys Hoøice na Šumavì;107531976;Mateøská škola;A00;12960586;245909;Mìstys Hoøice na Šumavì;;;;;;;;;;
650038088;Základní škola a Mateøská škola v Hoøicích na Šumavì;75001021;12960586;2;245909;Mìstys Hoøice na Šumavì;583715;Základní škola;B00;12960586;245909;Mìstys Hoøice na Šumavì;;X;X;;X;;;;;1
600060543;Základní škola a Mateøská škola v Rapšachu;70873771;17312493;2;666521;Obec Rapšach;107721210;Základní škola;B00;17312493;666521;Obec Rapšach;;X;X;;X;X;X;X;X;3
600060543;Základní škola a Mateøská škola v Rapšachu;70873771;17312493;2;666521;Obec Rapšach;107532514;Mateøská škola;A00;17312353;666521;Obec Rapšach;;;;;;;;;;
600063208;Základní škola a mateøská škola Vacov;70873682;25566261;2;250783;Obec Vacov;107534291;Mateøská škola;A00;17688183;250783;Obec Vacov;;;;;;;;;;
600063208;Základní škola a mateøská škola Vacov;70873682;25566261;2;250783;Obec Vacov;107722135;Základní škola;B00;25566261;250783;Obec Vacov;X;X;X;X;X;X;X;X;X;3
650040881;Základní škola a Mateøská škola Velká Lhota;75000652;2213125;2;247715;Obec Volfíøov;102451940;Mateøská škola;A00;2213125;247715;Obec Volfíøov;;;;;;;;;;
650040881;Základní škola a Mateøská škola Velká Lhota;75000652;2213125;2;247715;Obec Volfíøov;107721023;Základní škola;B00;2213125;247715;Obec Volfíøov;X;;;;X;;;;;1
600059103;Základní škola a Mateøská škola Vìtøní;583642;8749523;2;246182;Mìsto Vìtøní;107532026;Mateøská škola;A00;8750149;246182;Mìsto Vìtøní;;;;;;;;;;
600059103;Základní škola a Mateøská škola Vìtøní;583642;8749523;2;246182;Mìsto Vìtøní;583642;Základní škola;B00;8749523;246182;Mìsto Vìtøní;X;X;X;X;X;X;X;X;X;3
650042301;Základní škola a Mateøská škola Volenice, okres Strakonice;75000539;18428991;2;397342;Obec Volenice;107722411;Základní škola;B00;18428991;397342;Obec Volenice;X;X;X;X;X;X;X;X;X;3
650042301;Základní škola a Mateøská škola Volenice, okres Strakonice;75000539;18428991;2;397342;Obec Volenice;107535009;Mateøská škola;A00;18428282;397342;Obec Volenice;;;;;;;;;;
600059227;Základní škola a Mateøská škola Vyšší Brod;60084391;8753016;2;246191;Mìsto Vyšší Brod;60084391;Základní škola;B00;8753016;246191;Mìsto Vyšší Brod;X;X;X;X;X;X;X;X;X;3
