RedIzo;Nazev;Ico;AdresaRUIAN;TypZrizovatele;ZrizovatelIco;ZrizovatelNazev;SkolaIzo;SkolaNazev;DruhSkoly;SkolaAdresa;EditorIco;EditorNazev;t1;t2;t3;t4;t5;t6;t7;t8;t9;Stupen
600088766;Základní škola a mateøská škola, Prasek;70986509;15793516;2;269344;Obec Prasek;102066604;Základní škola;B00;15793516;269344;Obec Prasek;X;X;X;X;X;;;;;1
650054369;Základní škola a mateøská škola, Praskaèka, okres Hradec Králové;75019001;15794814;2;269352;Obec Praskaèka;107581299;Mateøská škola;A00;15794814;269352;Obec Praskaèka;;;;;;;;;;
650054369;Základní škola a mateøská škola, Praskaèka, okres Hradec Králové;75019001;15794814;2;269352;Obec Praskaèka;102066612;Základní škola;B00;15794814;269352;Obec Praskaèka;X;X;;X;X;;;;;1
650058666;Základní škola a Mateøská škola, Probluz, okres Hradec Králové;75016753;20324430;2;268747;Obec Dolní Pøím;107581311;Mateøská škola;A00;20324430;268747;Obec Dolní Pøím;;;;;;;;;;
650058666;Základní škola a Mateøská škola, Probluz, okres Hradec Králové;75016753;20324430;2;268747;Obec Dolní Pøím;102040851;Základní škola;B00;20324430;268747;Obec Dolní Pøím;X;;X;;;;;;;1
650054717;Základní škola a mateøská škola, Pøedmìøice nad Labem, okres Hradec Králové;70987955;15800181;2;269379;Obec Pøedmìøice nad Labem;107581302;Mateøská škola;A00;15800199;269379;Obec Pøedmìøice nad Labem;;;;;;;;;;
650054717;Základní škola a mateøská škola, Pøedmìøice nad Labem, okres Hradec Králové;70987955;15800181;2;269379;Obec Pøedmìøice nad Labem;102078173;Základní škola;B00;15800181;269379;Obec Pøedmìøice nad Labem;X;X;X;X;X;X;X;X;X;3
650060831;Základní škola a Mateøská škola, Radvanice, okres Trutnov;75017491;15166295;2;278220;Obec Radvanice;107588269;Mateøská škola;A00;15166040;278220;Obec Radvanice;;;;;;;;;;
650060831;Základní škola a Mateøská škola, Radvanice, okres Trutnov;75017491;15166295;2;278220;Obec Radvanice;102578672;Základní škola;B00;15166295;278220;Obec Radvanice;X;X;X;X;X;X;X;X;X;3
600101967;Základní škola a Mateøská škola, Rudník, okres Trutnov;47466928;2393492;2;278246;Obec Rudník;47466928;Základní škola;B00;2393492;278246;Obec Rudník;X;X;X;X;X;X;X;X;X;3
600101967;Základní škola a Mateøská škola, Rudník, okres Trutnov;47466928;2393492;2;278246;Obec Rudník;107588293;Mateøská škola;A00;2393492;278246;Obec Rudník;;;;;;;;;;
650054652;Základní škola a mateøská škola, Skøivany, okres Hradec Králové;70998124;15807801;2;269514;Obec Skøivany;107581817;Mateøská škola;A00;15807436;269514;Obec Skøivany;;;;;;;;;;
650054652;Základní škola a mateøská škola, Skøivany, okres Hradec Králové;70998124;15807801;2;269514;Obec Skøivany;102078181;Základní škola;B00;15807801;269514;Obec Skøivany;X;X;X;X;X;X;X;X;X;3
650054571;Základní škola a Mateøská škola, Smidary, okres Hradec Králové;70988897;17421675;2;269549;Obec Smidary;107581370;Mateøská škola;A00;17419531;269549;Obec Smidary;;;;;;;;;;
650054571;Základní škola a Mateøská škola, Smidary, okres Hradec Králové;70988897;17421675;2;269549;Obec Smidary;102078203;Základní škola;B00;17421675;269549;Obec Smidary;X;X;X;X;X;X;X;X;X;3
600093727;Základní škola a Mateøská škola, Studnice, okres Náchod;48623792;7352891;2;273082;Obec Studnice;107583925;Mateøská škola;A00;7353421;273082;Obec Studnice;;;;;;;;;;
600093727;Základní škola a Mateøská škola, Studnice, okres Náchod;48623792;7352891;2;273082;Obec Studnice;102254389;Základní škola;B00;7352891;273082;Obec Studnice;X;X;;X;;;;;;1
600094111;Základní škola a Mateøská škola, Suchı Dùl, okres Náchod;75016311;7354797;2;653683;Obec Suchı Dùl;117400505;Mateøská škola;A00;7354797;653683;Obec Suchı Dùl;;;;;;;;;;
600094111;Základní škola a Mateøská škola, Suchı Dùl, okres Náchod;75016311;7354797;2;653683;Obec Suchı Dùl;108024041;Základní škola;B00;7354797;653683;Obec Suchı Dùl;;X;;;X;;;;;1
600102343;Základní škola a mateøská škola, Svoboda nad Úpou, okres Trutnov;75017032;23139854;2;278335;Mìsto Svoboda nad Úpou;102578737;Základní škola;B00;23139854;278335;Mìsto Svoboda nad Úpou;X;X;X;X;X;X;X;X;X;3
600102343;Základní škola a mateøská škola, Svoboda nad Úpou, okres Trutnov;75017032;23139854;2;278335;Mìsto Svoboda nad Úpou;107588358;Mateøská škola;A00;25024132;278335;Mìsto Svoboda nad Úpou;;;;;;;;;;
650046820;Základní škola a Mateøská škola, Teplice nad Metují;71003401;7364539;2;273139;Mìsto Teplice nad Metují;102254885;Základní škola;B00;7364539;273139;Mìsto Teplice nad Metují;X;X;X;X;X;X;X;X;X;3
650046820;Základní škola a Mateøská škola, Teplice nad Metují;71003401;7364539;2;273139;Mìsto Teplice nad Metují;107584263;Mateøská škola;A00;7363982;273139;Mìsto Teplice nad Metují;;;;;;;;;;
600102220;Základní škola a Mateøská škola, Velké Svatoòovice, okres Trutnov;75015188;2379732;2;278394;Obec Velké Svatoòovice;102578231;Základní škola;B00;2379732;278394;Obec Velké Svatoòovice;X;;X;X;;;;;;1
600102220;Základní škola a Mateøská škola, Velké Svatoòovice, okres Trutnov;75015188;2379732;2;278394;Obec Velké Svatoòovice;107588579;Mateøská škola;A00;2380960;278394;Obec Velké Svatoòovice;;;;;;;;;;
650062884;Základní škola a Mateøská škola, Velkı Tøebešov, okres Náchod;70998752;7376499;2;273180;Obec Velkı Tøebešov;108024059;Základní škola;B00;7376499;273180;Obec Velkı Tøebešov;;;X;X;;;;;;1
650062884;Základní škola a Mateøská škola, Velkı Tøebešov, okres Náchod;70998752;7376499;2;273180;Obec Velkı Tøebešov;107583950;Mateøská škola;A00;7376499;273180;Obec Velkı Tøebešov;;;;;;;;;;
650061225;Základní škola a Mateøská škola, Vernéøovice, okres Náchod;75016630;7232101;2;654124;Obec Vernéøovice;107583364;Mateøská škola;A00;7231857;654124;Obec Vernéøovice;;;;;;;;;;
650061225;Základní škola a Mateøská škola, Vernéøovice, okres Náchod;75016630;7232101;2;654124;Obec Vernéøovice;102254192;Základní škola;B00;7232101;654124;Obec Vernéøovice;X;;X;;;;;;;1
600092488;Základní škola a Mateøská škola, Vidochov, okres Jièín;71002791;17516242;2;272345;Obec Vidochov;103378626;Základní škola;B00;17516242;272345;Obec Vidochov;X;;X;;;;;;;1
600092488;Základní škola a Mateøská škola, Vidochov, okres Jièín;71002791;17516242;2;272345;Obec Vidochov;107582945;Mateøská škola;A00;17516242;272345;Obec Vidochov;;;;;;;;;;
650047443;Základní škola a Mateøská škola, Vítìzná, okres Trutnov;70999571;20370971;2;278432;Obec Vítìzná;102578940;Základní škola;B00;20370971;278432;Obec Vítìzná;;X;X;;X;;;;;1
650047443;Základní škola a Mateøská škola, Vítìzná, okres Trutnov;70999571;20370971;2;278432;Obec Vítìzná;107588927;Mateøská škola;A00;20371691;278432;Obec Vítìzná;;;;;;;;;;
650060997;Základní škola a mateøská škola, Vodìrady, okres Rychnov nad Knìnou;70997918;9834681;2;275506;Obec Vodìrady;107585821;Mateøská škola;A00;9835547;275506;Obec Vodìrady;;;;;;;;;;
650060997;Základní škola a mateøská škola, Vodìrady, okres Rychnov nad Knìnou;70997918;9834681;2;275506;Obec Vodìrady;102390746;Základní škola;B00;9834681;275506;Obec Vodìrady;X;X;X;X;X;X;X;X;X;3
650063325;Základní škola a mateøská škola, Vrchlabí, Horská 256;71005889;26937913;2;278475;Mìsto Vrchlabí;107588935;Mateøská škola;A00;;278475;Mìsto Vrchlabí;;;;;;;;;;
650063325;Základní škola a mateøská škola, Vrchlabí, Horská 256;71005889;26937913;2;278475;Mìsto Vrchlabí;102578311;Základní škola;B00;26937913;278475;Mìsto Vrchlabí;X;X;X;X;X;;;;;1
650054105;Základní škola a mateøská škola, Všestary;75017181;15847004;2;269760;Obec Všestary;102078262;Základní škola;B00;15847004;269760;Obec Všestary;X;X;X;X;X;X;X;X;X;3
650054105;Základní škola a mateøská škola, Všestary;75017181;15847004;2;269760;Obec Všestary;107581426;Mateøská škola;A00;15847713;269760;Obec Všestary;;;;;;;;;;
600092348;Základní škola a Mateøská škola, Vysoké Veselí, okres Jièín;75017075;1746499;2;272418;Obec Vysoké Veselí;102190984;Základní škola;B00;1746499;272418;Obec Vysoké Veselí;X;X;X;X;X;X;X;X;X;3
600092348;Základní škola a Mateøská škola, Vysoké Veselí, okres Jièín;75017075;1746499;2;272418;Obec Vysoké Veselí;107583071;Mateøská škola;A00;1746499;272418;Obec Vysoké Veselí;;;;;;;;;;
650042921;Základní škola a Mateøská škola, Zámìl, okres Rychnov nad Knìnou;75017644;9837124;2;275531;Obec Zámìl;107585677;Mateøská škola;A00;9837124;275531;Obec Zámìl;;;;;;;;;;
650042921;Základní škola a Mateøská škola, Zámìl, okres Rychnov nad Knìnou;75017644;9837124;2;275531;Obec Zámìl;102390584;Základní škola;B00;9837124;275531;Obec Zámìl;X;;;X;;;;;;1
600097668;Základní škola a mateøská škola, ïár nad Orlicí, okres Rychnov nad Knìnou;75016281;9840206;2;275565;Obec ïár nad Orlicí;150009526;Mateøská škola;A00;9840206;275565;Obec ïár nad Orlicí;;;;;;;;;;
600097668;Základní škola a mateøská škola, ïár nad Orlicí, okres Rychnov nad Knìnou;75016281;9840206;2;275565;Obec ïár nad Orlicí;108009211;Základní škola;B00;9840206;275565;Obec ïár nad Orlicí;X;;;X;;;;;;1
600097374;Základní škola a Montessori mateøská škola Podbøezí;75016443;21543666;2;579319;Obec Podbøezí;181036754;Mateøská škola;A00;21543666;579319;Obec Podbøezí;;;;;;;;;;
600097374;Základní škola a Montessori mateøská škola Podbøezí;75016443;21543666;2;579319;Obec Podbøezí;102390533;Základní škola;B00;21543666;579319;Obec Podbøezí;;X;X;;X;;;;;1
600101983;Základní škola a Základní umìlecká škola, Rtynì v Podkrkonoší, okres Trutnov;49290576;2365049;2;278238;Mìsto Rtynì v Podkrkonoší;49290576;Základní škola;B00;2365049;278238;Mìsto Rtynì v Podkrkonoší;X;X;X;X;X;X;X;X;X;3
600093913;Základní škola Boeny Nìmcové Jaromìø, Husovo námìstí 352, okres Náchod;70926662;7281447;2;272728;Mìsto Jaromìø;102254745;Základní škola;B00;7281447;272728;Mìsto Jaromìø;X;X;X;X;X;X;X;X;X;3
600101941;Základní škola Bratøí Èapkù, Úpice, Komenského 151, okres Trutnov;47463996;15172473;2;278386;Mìsto Úpice;47463996;Základní škola;B00;15172473;278386;Mìsto Úpice;X;X;X;X;X;X;X;X;X;3
600102491;Základní škola Dukelskıch bojovníkù a mateøská škola, Dubenec;75017881;2323591;2;277801;Obec Dubenec;107588005;Mateøská škola;A00;2324253;277801;Obec Dubenec;;;;;;;;;;
600102491;Základní škola Dukelskıch bojovníkù a mateøská škola, Dubenec;75017881;2323591;2;277801;Obec Dubenec;102578532;Základní škola;B00;2323591;277801;Obec Dubenec;X;X;X;X;X;X;X;X;X;3
600092330;Základní škola Eduarda Štorcha a mateøská škola Ostromìø;70999121;17474426;2;271900;Obec Ostromìø;102190968;Základní škola;B00;17474426;271900;Obec Ostromìø;X;X;X;X;X;X;X;X;X;3
600092330;Základní škola Eduarda Štorcha a mateøská škola Ostromìø;70999121;17474426;2;271900;Obec Ostromìø;107582970;Mateøská škola;A00;17474698;271900;Obec Ostromìø;;;;;;;;;;
600097561;Základní škola Františka Kupky, Dobruška, Františka Kupky 350, okres Rychnov nad Knìnou;75018616;9860517;2;274879;Mìsto Dobruška;102390894;Základní škola;B00;9860517;274879;Mìsto Dobruška;X;X;X;X;X;X;X;X;X;3
600097595;Základní škola Gutha-Jarkovského Kostelec nad Orlicí;70157332;9736000;2;274968;Mìsto Kostelec nad Orlicí;102390967;Základní škola;B00;9736000;274968;Mìsto Kostelec nad Orlicí;X;X;X;X;X;X;X;X;X;3
600093981;Základní škola Hradební, Broumov;48623008;7394268;2;272523;Mìsto Broumov;102254907;Základní škola;B00;7394268;272523;Mìsto Broumov;X;X;X;X;X;X;X;X;X;3
600094014;Základní škola Jaromìø - Josefov, Vodárenská 370, okres Náchod;70932085;7291736;2;272728;Mìsto Jaromìø;102254974;Základní škola;B00;7291736;272728;Mìsto Jaromìø;X;X;X;X;X;X;X;X;X;3
600093905;Základní škola Jaromìø, Na Ostrovì 4, okres Náchod;70926336;7278560;2;272728;Mìsto Jaromìø;102254737;Základní škola;B00;7278560;272728;Mìsto Jaromìø;X;X;X;X;X;X;X;X;X;3
650062329;Základní škola K. J. Erbena a Mateøská škola Korálka Miletín;75015293;17459826;2;271811;Mìsto Miletín;102206325;Základní škola;B00;17459826;271811;Mìsto Miletín;X;X;X;X;X;X;X;X;X;3
650062329;Základní škola K. J. Erbena a Mateøská škola Korálka Miletín;75015293;17459826;2;271811;Mìsto Miletín;107582902;Mateøská škola;A00;17461715;271811;Mìsto Miletín;;;;;;;;;;
600092143;Základní škola K. V. Raise, Láznì Bìlohrad, okres Jièín;70879150;1763971;2;271730;Mìsto Láznì Bìlohrad;49305760;Základní škola;B00;1763971;271730;Mìsto Láznì Bìlohrad;X;X;X;X;X;X;X;X;X;3
600101959;Základní škola kpt. Jaroše, Trutnov, Gorkého 38;64201112;2265591;2;278360;Mìsto Trutnov;47464143;Základní škola;B00;2265591;278360;Mìsto Trutnov;X;X;X;X;X;X;X;X;X;3
600101991;Základní škola Malé Svatoòovice;49290649;2384388;2;278114;Obec Malé Svatoòovice;49290649;Základní škola;B00;2384388;278114;Obec Malé Svatoòovice;X;X;X;X;X;X;X;X;X;3
600092364;Základní škola Na Habru, Hoøice, Jablonského 865, okres Jièín;70188912;17543002;2;271560;Mìsto Hoøice;102206066;Základní škola;B00;17543002;271560;Mìsto Hoøice;X;X;X;X;X;X;X;X;X;3
600094057;Základní škola Náchod - Plhov, Pøíkopy 1186;70154287;7451466;2;272868;Mìsto Náchod;102718504;Základní škola;B00;7451466;272868;Mìsto Náchod;X;X;X;X;X;X;X;X;X;3
600092437;Základní škola Nová Paka, Husitská 1695, okres Jièín;70947384;17572142;2;271888;Mìsto Nová Paka;102206368;Základní škola;B00;17572142;271888;Mìsto Nová Paka;X;X;X;X;X;X;X;X;X;3
600092127;Základní škola Nová Paka, Komenského 555;49305620;17560845;2;271888;Mìsto Nová Paka;49305620;Základní škola;B00;17560845;271888;Mìsto Nová Paka;X;X;X;X;X;X;X;X;X;3
600093972;Základní škola Nové Mìsto nad Metují, Komenského 15, okres Náchod;857688;7398158;2;272876;Mìsto Nové Mìsto nad Metují;102254893;Základní škola;B00;7398158;272876;Mìsto Nové Mìsto nad Metují;X;X;X;X;X;X;X;X;X;3
600094049;Základní škola Nové Mìsto nad Metují, Školní 1000, okres Náchod;857858;7407866;2;272876;Mìsto Nové Mìsto nad Metují;102718491;Základní škola;B00;7407866;272876;Mìsto Nové Mìsto nad Metují;X;X;X;X;X;X;X;X;X;3
600102025;Základní škola Podhar, Dvùr Králové nad Labem, Máchova 884;60154691;25751026;2;277819;Mìsto Dvùr Králové nad Labem;60154691;Základní škola;B00;25751026;277819;Mìsto Dvùr Králové nad Labem;X;X;X;X;X;X;X;X;X;3
600097382;Základní škola Pohoøí, okres Rychnov nad Knìnou;70157324;9786538;2;275263;Obec Pohoøí;102390541;Základní škola;B00;9786538;275263;Obec Pohoøí;X;X;;;X;;;;;1
600102572;Základní škola pro áky se speciálními vzdìlávacími potøebami, Trutnov;70886598;2288788;2;278360;Mìsto Trutnov;108026485;Základní škola;B00;2288788;278360;Mìsto Trutnov;;;;;;;;;;
650065298;Základní škola Rokytnice v Orlickıch horách, okres Rychnov nad Knìnou;75015340;9797831;2;275301;Mìsto Rokytnice v Orlickıch horách;102406057;Základní škola;B00;9797831;275301;Mìsto Rokytnice v Orlickıch horách;X;X;X;X;X;X;X;X;X;3
600097536;Základní škola Rychnov nad Knìnou, Javornická 1596;75015498;25107631;2;275336;Mìsto Rychnov nad Knìnou;102390762;Základní škola;B00;25107631;275336;Mìsto Rychnov nad Knìnou;X;X;X;X;X;X;X;X;X;3
600097544;Základní škola Rychnov nad Knìnou, Masarykova 563;60884835;9846026;2;275336;Mìsto Rychnov nad Knìnou;102390819;Základní škola;B00;9846026;275336;Mìsto Rychnov nad Knìnou;X;X;X;X;X;X;X;X;X;3
691012679;Základní škola Rychnovek-Zvole, pøíspìvková organizace;7009411;7345062;2;273007;Obec Rychnovek;181098962;Základní škola;B00;7345062;273007;Obec Rychnovek;X;X;;;X;;;;;1
600088570;Základní škola SEVER, Hradec Králové, Luická 1208;62060422;23875399;2;268810;Statutární mìsto Hradec Králové;62060422;Základní škola;B00;23875399;268810;Statutární mìsto Hradec Králové;X;X;X;X;X;X;X;X;X;3
600102041;Základní škola Schulzovy sady, Dvùr Králové nad Labem, Školní 1235;60154721;25079581;2;277819;Mìsto Dvùr Králové nad Labem;60154721;Základní škola;B00;25079581;277819;Mìsto Dvùr Králové nad Labem;X;X;X;X;X;X;X;X;X;3
600097633;Základní škola Solnice, okres Rychnov nad Knìnou;70979685;21552193;2;275417;Mìsto Solnice;102406073;Základní škola;B00;21552193;275417;Mìsto Solnice;X;X;X;X;X;X;X;X;X;3
600102050;Základní škola Str, Dvùr Králové nad Labem, E. Krásnohorské 2919;60154730;23113324;2;277819;Mìsto Dvùr Králové nad Labem;60154730;Základní škola;B00;23113324;277819;Mìsto Dvùr Králové nad Labem;X;X;X;X;X;X;X;X;X;3
600097226;Základní škola T. G. Masaryka Borohrádek, pøíspìvková organizace;70888353;21513431;2;274739;Mìsto Borohrádek;46459341;Základní škola;B00;21513431;274739;Mìsto Borohrádek;X;X;X;X;X;X;X;X;X;3
600093930;Základní škola T. G. Masaryka Náchod, Bartoòova 1005;857611;7449658;2;272868;Mìsto Náchod;102254800;Základní škola;B00;7449658;272868;Mìsto Náchod;X;X;X;X;X;X;X;X;X;3
600097641;Základní škola Tıništì nad Orlicí;60884541;9822054;2;275468;Mìsto Tıništì nad Orlicí;102406090;Základní škola;B00;9822054;275468;Mìsto Tıništì nad Orlicí;X;X;X;X;X;X;X;X;X;3
600102386;Základní škola Úpice - Lány;70883548;15178749;2;278386;Mìsto Úpice;102578923;Základní škola;B00;15178749;278386;Mìsto Úpice;X;X;X;X;X;X;X;X;X;3
650064216;Základní škola V. Hejny, Èervenı Kostelec, Komenského 540, okres Náchod;75016273;9664793;2;272566;Mìsto Èervenı Kostelec;102254621;Základní škola;B00;9664793;272566;Mìsto Èervenı Kostelec;X;X;X;X;X;X;X;X;X;3
600092305;Základní škola Valdice, pøíspìvková organizace;70990921;1738194;2;272311;Obec Valdice;102190909;Základní škola;B00;1738194;272311;Obec Valdice;X;X;X;X;X;;;;;1
600097650;Základní škola Vamberk, okres Rychnov nad Knìnou;70156611;9826084;2;275492;Mìsto Vamberk;102406111;Základní škola;B00;9826084;275492;Mìsto Vamberk;X;X;X;X;X;X;X;X;X;3
600093883;Základní škola Velké Poøíèí, okres Náchod;75015731;7264542;2;654451;Mìstys Velké Poøíèí;102254681;Základní škola;B00;7264542;654451;Mìstys Velké Poøíèí;X;X;X;X;X;X;X;X;X;3
650064411;Základní škola, Èervenı Kostelec, Lhota, Bratøí Èapkù 138, okres Náchod;75016192;9676368;2;272566;Mìsto Èervenı Kostelec;102254486;Základní škola;B00;9676368;272566;Mìsto Èervenı Kostelec;X;X;X;X;X;;;;;1
600093875;Základní škola, Èeská Skalice, okres Náchod;70987262;7239025;2;272591;Mìsto Èeská Skalice;102254648;Základní škola;B00;7239025;272591;Mìsto Èeská Skalice;X;X;X;X;X;X;X;X;X;3
600097552;Základní škola, Èeské Meziøíèí, okres Rychnov nad Knìnou;75017571;21520364;2;274810;Obec Èeské Meziøíèí;102390886;Základní škola;B00;21520364;274810;Obec Èeské Meziøíèí;X;X;X;X;X;X;X;X;X;3
600097471;Základní škola, Dobré, okres Rychnov nad Knìnou;70979723;25023756;2;274861;Obec Dobré;102390657;Základní škola;B00;25023756;274861;Obec Dobré;X;X;X;X;X;X;X;X;X;3
600097579;Základní škola, Dobruška, Pulická 378, okres Rychnov nad Knìnou;75018691;9860797;2;274879;Mìsto Dobruška;102390932;Základní škola;B00;9860797;274879;Mìsto Dobruška;X;X;X;X;X;X;X;X;X;3
600088669;Základní škola, Dohalice, okres Hradec Králové;71006087;15739589;2;268739;Obec Dohalice;102066493;Základní škola;B00;15739589;268739;Obec Dohalice;X;;X;;X;;;;;1
600092135;Základní škola, Hoøice, Komenského 338, okres Jièín;70892547;17538114;2;271560;Mìsto Hoøice;49305662;Základní škola;B00;17538114;271560;Mìsto Hoøice;X;X;X;X;X;X;X;X;X;3
600088863;Základní škola, Hradec Králové - Pouchov, K Sokolovnì 452;62693123;23923661;2;268810;Statutární mìsto Hradec Králové;102066868;Základní škola;B00;23923661;268810;Statutární mìsto Hradec Králové;X;X;X;X;X;X;X;X;X;3
600088561;Základní škola, Hradec Králové, Bezruèova 1468;49333852;23897694;2;268810;Statutární mìsto Hradec Králové;49333852;Základní škola;B00;23897694;268810;Statutární mìsto Hradec Králové;X;X;X;X;X;X;X;X;X;3
600088812;Základní škola, Hradec Králové, Habrmanova 130;69172366;23884495;2;268810;Statutární mìsto Hradec Králové;102066680;Základní škola;B00;23884495;268810;Statutární mìsto Hradec Králové;X;X;X;X;X;X;X;X;X;3
600088545;Základní škola, Hradec Králové, M. Horákové 258;62695177;23915803;2;268810;Statutární mìsto Hradec Králové;45980501;Základní škola;B00;23915803;268810;Statutární mìsto Hradec Králové;X;X;X;X;X;X;X;X;X;3
600088537;Základní škola, Hradec Králové, Štefánikova 566;62694987;23930560;2;268810;Statutární mìsto Hradec Králové;45980497;Základní škola;B00;23930560;268810;Statutární mìsto Hradec Králové;X;X;X;X;X;X;X;X;X;3
600088871;Základní škola, Hradec Králové, tø. SNP 694;62692755;23908840;2;268810;Statutární mìsto Hradec Králové;102066876;Základní škola;B00;23908840;268810;Statutární mìsto Hradec Králové;X;X;X;X;X;X;X;X;X;3
600088553;Základní škola, Chlumec nad Cidlinou, okres Hradec Králové;62695398;15857531;2;268861;Mìsto Chlumec nad Cidlinou;48145785;Základní škola;B00;15857531;268861;Mìsto Chlumec nad Cidlinou;X;X;X;X;X;X;X;X;X;3
600092500;Základní škola, Jeøice, okres Jièín;75015251;1678094;2;271624;Obec Jeøice;103378618;Základní škola;B00;1678094;271624;Obec Jeøice;;X;X;;;;;;;1
600092381;Základní škola, Jièín, 17. listopadu 109, pøíspìvková organizace;70886822;17523711;2;271632;Mìsto Jièín;102206147;Základní škola;B00;17523711;271632;Mìsto Jièín;X;X;X;X;X;X;X;X;X;3
600092160;Základní škola, Jièín, Husova 170;70886849;17524814;2;271632;Mìsto Jièín;60114088;Základní škola;B00;17524814;271632;Mìsto Jièín;X;X;X;X;X;X;X;X;X;3
650060954;Základní škola, Jièín, Podìbradova 18;75019485;25338382;2;271632;Mìsto Jièín;102206180;Základní škola;B00;25338382;271632;Mìsto Jièín;X;X;X;X;X;X;X;X;X;3
600092119;Základní škola, Jièín, eleznická 460;70886784;25338170;2;271632;Mìsto Jièín;47477334;Základní škola;B00;25338170;271632;Mìsto Jièín;X;X;X;X;X;X;X;X;X;3
600088685;Základní škola, Kosièky, okres Hradec Králové;71000895;15755576;2;268941;Obec Kosièky;102066515;Základní škola;B00;15755576;268941;Obec Kosièky;X;;X;;;;;;;1
600092232;Základní škola, Libuò, okres Jièín;70985766;17455758;2;271764;Obec Libuò;102190810;Základní škola;B00;17455758;271764;Obec Libuò;X;X;X;X;;;;;;1
600093921;Základní škola, Mezimìstí, okres Náchod;75015978;7313519;2;272841;Mìsto Mezimìstí;102254770;Základní škola;B00;7313519;272841;Mìsto Mezimìstí;X;X;X;X;X;X;X;X;X;3
600092496;Základní škola, Milovice u Hoøic, okres Jièín;70995389;1692232;2;578444;Obec Milovice u Hoøic;108008428;Základní škola;B00;1692232;578444;Obec Milovice u Hoøic;;X;X;;;;;;;1
650064496;Základní škola, Náchod, 1. Máje 365;70996491;7426356;2;272868;Mìsto Náchod;102254532;Základní škola;B00;7426356;272868;Mìsto Náchod;X;X;X;X;X;;;;;1
650064577;Základní škola, Náchod, Drtinovo námìstí 121;70996474;7430710;2;272868;Mìsto Náchod;102254516;Základní škola;B00;7430710;272868;Mìsto Náchod;X;X;X;X;X;;;;;1
600093956;Základní škola, Náchod, Komenského 425;70154279;7443897;2;272868;Mìsto Náchod;102254869;Základní škola;B00;7443897;272868;Mìsto Náchod;X;X;X;X;X;X;X;X;X;3
650064534;Základní škola, Náchod, Pavlišovská 55;70996504;7420307;2;272868;Mìsto Náchod;108024024;Základní škola;B00;7420307;272868;Mìsto Náchod;X;X;X;X;;;;;;1
600092275;Základní škola, Nemyèeves, okres Jièín;70188475;17469236;2;271870;Obec Nemyèeves;102190879;Základní škola;B00;17469236;271870;Obec Nemyèeves;X;X;X;;;;;;;1
600088791;Základní škola, Nové Mìsto, okres Hradec Králové;70986789;15784444;2;269239;Obec Nové Mìsto;102066647;Základní škola;B00;15784444;269239;Obec Nové Mìsto;X;X;X;X;;;;;;1
600088596;Základní škola, Novı Bydov, Karla IV. 209, okres Hradec Králové;62690957;20335521;2;269247;Mìsto Novı Bydov;62690957;Základní škola;B00;20335521;269247;Mìsto Novı Bydov;X;X;X;X;X;X;X;X;X;3
600088600;Základní škola, Novı Bydov, V. Kl. Klicpery 561, okres Hradec Králové;62690965;20338295;2;269247;Mìsto Novı Bydov;62690965;Základní škola;B00;20338295;269247;Mìsto Novı Bydov;X;X;X;X;X;X;X;X;X;3
600093832;Základní škola, Novı Hrádek, okres Náchod;857891;7437374;2;272884;Mìstys Novı Hrádek;102254559;Základní škola;B00;7437374;272884;Mìstys Novı Hrádek;X;X;X;X;X;X;X;X;X;3
600097340;Základní škola, Olešnice, okres Rychnov nad Knìnou;75015587;9770496;2;275182;Obec Olešnice;102390495;Základní škola;B00;9770496;275182;Obec Olešnice;X;;;;X;;;;;1
600097617;Základní škola, Opoèno, okres Rychnov nad Knìnou;75015013;9775391;2;275191;Mìsto Opoèno;102406022;Základní škola;B00;9775391;275191;Mìsto Opoèno;X;X;X;X;X;X;X;X;X;3
600092291;Základní škola, Slatiny, okres Jièín;71004271;1715143;2;272094;Obec Slatiny;102190895;Základní škola;B00;1715143;272094;Obec Slatiny;;X;;;X;;;;;1
600088995;Základní škola, Smiøice, okres Hradec Králové;69172552;15811662;2;269557;Mìsto Smiøice;102078211;Základní škola;B00;15811662;269557;Mìsto Smiøice;X;X;X;X;X;X;X;X;X;3
600092445;Základní škola, Sobotka, okres Jièín;71001379;1719505;2;272124;Mìsto Sobotka;102206384;Základní škola;B00;1719505;272124;Mìsto Sobotka;X;X;X;X;X;X;X;X;X;3
600101924;Základní škola, Trutnov 2, Mládenická 536;64201147;2280736;2;278360;Mìsto Trutnov;47463783;Základní škola;B00;2280736;278360;Mìsto Trutnov;X;X;X;X;X;X;X;X;X;3
600102378;Základní škola, Trutnov 3, Náchodská 18;64201171;2282054;2;278360;Mìsto Trutnov;102578869;Základní škola;B00;2282054;278360;Mìsto Trutnov;X;X;X;X;X;X;X;X;X;3
600101916;Základní škola, Trutnov, Komenského 399;64201180;2255511;2;278360;Mìsto Trutnov;47463724;Základní škola;B00;2255511;278360;Mìsto Trutnov;X;X;X;X;X;X;X;X;X;3
600101932;Základní škola, Trutnov, R. Frimla 816;64201139;2264927;2;278360;Mìsto Trutnov;47463848;Základní škola;B00;2264927;278360;Mìsto Trutnov;X;X;X;X;X;X;X;X;X;3
600102432;Základní škola, Trutnov, V Domcích 488;64201121;2256444;2;278360;Mìsto Trutnov;102718881;Základní škola;B00;2256444;278360;Mìsto Trutnov;X;X;X;X;X;X;X;X;X;3
